sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	A3	A6b	A3g	A6i	A3ai	35861_A	701144_A	700112_A	1391937_A	364620_A	693524_A	A6d	1391940_A	A6c	1204577_A	1391938_A	A3d	701021_A	905679_A	22412_A	33881_A	477175_A	A3an	1149215_A	363630_A	B1	B1o	B1p	29308_B	29243_B	29218_B	44226_B	B1g	B1h	61925_B	29380_B	B1b	30130_B	29418_B	29322_B	29806_B	C50c	C50a	C3	C50f	C50u	42249_C	C3ad	C93a	C3b	40907_C	24506_C	37051_C	C3u	37042_C	C21	C66	49265_C	37332_C	40975_C	42136_C	37039_C	40890_C	C15gv	32944_C	41041_C	21311_C	1391936_C	21187_C	465715_C	22327_C	1272282_C	198806_C	48546_C	920855_C	C66ad	42017_C	42001_C	1391944_C	39053_C	38899_C	45637_C	21669_C	1391941_C	C66ac	770522_C	704904_C	C57d	493852_C	1167125_C	C66a	1237965_C	C116ai	27093_C	C66u	61764_C	61766_C	71871_C	42808_C	1391943_C	42806_C	61765_C	1391945_C	D1	D4	D4c	D10	D1h	44215_D	32740_D	D1c	D2	D1as	13758_D	44216_D	18764_D	D6	14229_D	53484_D	2131_D	D9	D5	4121_D	44233_D	24905_D	8839_D	2598_D	1742_D	D9b	2102_D	11828_D	1738_D	908_D	13983_D	25443_D	2795_D	1391942_D	D4i	132745_D	1391935_D	21096_D	D17i	21095_D	1391939_D
127097	25	25_ACCACT_L001_R1_001.fastq.gz	46f2096f62c29f69ad42abd68df461b806ebb4eb16478f405829d26977f3c07e	25_ACCACT_L001_R2_001.fastq.gz	3d46ec58a7d56e7c1fe12ad6b2e3292564a5018725979efc069415b5b9966680	60451	49732	1131	47356	1036	2376	95	0	0	43798	16	0	0	5952	0	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	Merulinidae 	Platygyra 	daedalea	18.21166667	109.47500000	16.05.30	3-6m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14901	11335	3825	2692	2075	2253	1671	0	1303	1057	943	949	0	189	0	0	0	243	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127093	21	21_AGTTGG_L001_R1_001.fastq.gz	69a4aac1e635d13be3a6b9d1268bec4365e594e486f0407c325dc017975845ea	21_AGTTGG_L001_R2_001.fastq.gz	a271b78bb1613b106e88fa21637e449b1f1b0b585649fe6fcb57ae44d703f0d9	75339	58202	1127	54827	1021	3375	106	0	0	51934	26	0	0	7274	13	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	Merulinidae 	Platygyra 	daedalea	18.21166667	109.47500000	16.05.30	3-6m	12	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21941	15228	1865	1781	1786	3246	1199	0	712	981	552	1187	0	306	0	0	230	0	275	0	276	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	35	6	4	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
127096	24	24_CCTTGA_L001_R1_001.fastq.gz	954b0ff381e16742086a57d0dd46bbda08d47bedcf97db71a578592ed76357b0	24_CCTTGA_L001_R2_001.fastq.gz	dfc4250287649f021a01e0465cc1223291c2d76484e59313fef7e7d6416bfcb0	93904	62979	1310	58408	1168	4571	142	0	0	54919	19	0	0	8125	16	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	Merulinidae 	Platygyra 	daedalea	18.21166667	109.47500000	16.05.30	3-6m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21566	16148	2538	2332	1987	3901	1302	0	898	1037	634	1398	0	316	0	0	264	0	326	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	4	4
127086	14	14_GACTGA_L001_R1_001.fastq.gz	de19d121ec0faa935203c1dfdcbb7a880256fb4c13568fe08750f9f03c77ab68	14_GACTGA_L001_R2_001.fastq.gz	3351d8cf85248690c33c480f6287fc4b05cec62b51028ff1d64b3032c6e15f9d	36104	6807	212	6789	209	18	3	0	0	6626	38	0	10	154	379	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	Merulinidae 	Platygyra 	daedalea	18.21166667	109.47500000	16.05.30	3-6m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	6	0	0	0	0	0	0	0	0	10	0	0	0	0	0	33	38	18	8	4	15	0	237	5	4	0	0	44	0	0	0	0	0	0	49	0	0	18	31	0	0	0	0	7	9	9	7	0	4	0	4	9	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4153	1163	115	0	95	86	94	0	0	38	0	0	47	58	0	27	0	0	0	47	24	0	0	0	0	0	0	30	24	0	0	0	0	0	0	0	0	0	0	0	0
127087	15	15_GCTCAA_L001_R1_001.fastq.gz	ed470879e23350193c62021b9fe5df97631c4bc903101008a3a73f6e9e82e789	15_GCTCAA_L001_R2_001.fastq.gz	fecbdfdd00db8dcef8cbbf9b0262a641966100876c5fc6714b4fde6c23074df8	24132	7077	240	7058	237	19	3	0	0	6879	38	0	26	75	373	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	Merulinidae 	Platygyra 	daedalea	18.21166667	109.47500000	16.05.30	3-6m	41	25	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	9	0	11	0	0	6	39	31	22	0	5	0	6	315	0	0	5	0	32	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	12	10	9	9	0	6	0	4	0	7	0	0	0	5	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4502	1019	85	0	109	78	113	0	0	34	0	0	54	46	0	42	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0
127089	17	17_TGAGGA_L001_R1_001.fastq.gz	2a5da0cb62549a6ffbabf8de86284aeb97ce469603e3530391f9166b7a027c7d	17_TGAGGA_L001_R2_001.fastq.gz	0223ab5c480c8cef4b7308555604728ed2494771abe41d20202e64fbb35cde63	40488	4366	137	4327	132	36	4	3	1	4234	30	64	10	77	109	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	Merulinidae 	Platygyra 	daedalea	18.21166667	109.47500000	16.05.30	3-6m	966	489	235	44	18	16	37	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	5	0	0	0	10	0	48	0	0	0	0	9	0	0	0	0	0	0	37	0	0	4	26	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1617	440	40	0	31	16	0	0	0	0	0	0	28	16	0	16	11	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	12	0	9	0	0	0	0
127091	19	19_ACCTCA_L001_R1_001.fastq.gz	0bec03f0d9532ed06b7301e120e274e4eca1d529c7de50208d1c31723e16013d	19_ACCTCA_L001_R2_001.fastq.gz	e8291947e6ce24d47e87fa84287035c7264d805520c405da8f2adfa87d375b33	22458	4099	124	4099	124	0	0	0	0	3985	20	0	0	14	227	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	Merulinidae 	Platygyra 	daedalea	18.21166667	109.47500000	16.05.30	3-6m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	8	0	0	0	0	54	0	0	0	0	18	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	4	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2785	750	63	0	49	39	71	0	0	0	0	0	0	0	0	27	20	0	0	0	0	33	0	0	0	0	0	0	0	20	0	0	17	0	0	0	0	0	0	0	0
127090	18	18_ACAACC_L001_R1_001.fastq.gz	c5b6ab75a382e0ee8bf5059b53fa4cc7ac37b8c8682e8fc7e5aa85ea8e2b2938	18_ACAACC_L001_R2_001.fastq.gz	be62a57f3a17385e89dc38c3f3a438bbb00cbd6df91bbbfc533644d3581f8abe	42734	1105	38	1100	37	5	1	0	0	1088	17	0	0	4	41	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	Merulinidae 	Platygyra 	daedalea	18.21166667	109.47500000	16.05.30	3-6m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	50	11	7	7	0	8	18	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	657	190	15	0	12	6	16	0	0	0	0	5	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
127088	16	16_TCGCTT_L001_R1_001.fastq.gz	edd308d21b9290982efb00d2e567004b90ab1abe6441a9075ac24e3ba4344b19	16_TCGCTT_L001_R2_001.fastq.gz	2595dca819ebc3292c3fb0dc12d98e4103343e9d0cf7e7f933806c899694aae5	30115	865	35	831	33	30	1	4	1	822	20	0	4	4	23	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	Merulinidae 	Platygyra 	daedalea	18.21166667	109.47500000	16.05.30	3-6m	27	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	35	22	0	6	0	0	6	13	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	153	13	0	11	6	0	0	0	0	0	5	0	0	0	0	7	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127085	13	13_CGTACT_L001_R1_001.fastq.gz	93cc49a1eeba1a6b0762f35775d8eaebd9756ee9e11900447522845e0f95b8cc	13_CGTACT_L001_R2_001.fastq.gz	9b2fe3f4abb99b1a8b51ea5525e9d2759c6181905af080f8b8e333d18e16fefc	120423	4767	86	4746	83	21	3	0	0	4689	20	0	151	0	66	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	Merulinidae 	Platygyra 	daedalea	18.21166667	109.47500000	16.05.30	3-6m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2321	0	0	50	59	42	0	0	20	0	0	0	0	0	0	0	14	9	6	0	0	0	0	43	0	0	0	0	8	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1500	437	50	0	34	0	24	0	0	0	0	0	19	23	0	0	0	0	0	0	0	14	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127092	20	20_ACGGTA_L001_R1_001.fastq.gz	3f653d1ed419049045c3a0241801d9120ee17713f725f1d088125d41bde23f12	20_ACGGTA_L001_R2_001.fastq.gz	2845e344e0bdb9b07bcdfb4f2935119cc121d8fa5c8d7fb511241197e1d8c022	8009	176	9	176	9	0	0	0	0	167	5	0	0	0	0	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	Merulinidae 	Platygyra 	daedalea	18.21166667	109.47500000	16.05.30	3-6m	21	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	28	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
seq_accession																																					22385	22421	22469	701108	71238	35861	701144	700112	1391937	364620	693524	699933	1391940	699936	1204577	1391938	23151	701021	905679	22412	33881	477175	63502	1149215	363630	4946	29213	29215	29308	29243	29218	44226	29275	29227	61925	29380	29212	30130	29418	29322	29806	37038	20940	32	35	37040	42249	6396	869	80	40907	24506	37051	1330	37042	41	14180	49265	37332	40975	42136	37039	40890	2276	32944	41041	21311	1391936	21187	465715	22327	1272282	198806	48546	920855	42798	42017	42001	1391944	39053	38899	45637	21669	1391941	42799	770522	704904	9780	493852	1167125	61880	1237965	1593	27093	61981	61764	61766	71871	42808	1391943	42806	61765	1391945	853	854	1730	1659	1752	44215	32740	2308	855	910	13758	44216	18764	933	14229	53484	2131	8007	1732	4121	44233	24905	8839	2598	1742	18699	2102	11828	1738	908	13983	25443	2795	1391942	1735	132745	1391935	21096	21094	21095	1391939
