sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	data_set_uid	data_set_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	760290_A	C15	C15bn	C15ev	C15bi	C15by	C15ij	C15ss	C15ac	48336_C	C15l	C15st	C15gb	C15he	C15bb	69713_C	C15dt	C15er	C15n	C15sr	8797_C	491246_C	C15ai	C15ed	C15il	C15dq	C15.8	C15ii	10255_C	C15sc	38402_C	C15km	176768_C	C93l	527_C	54777_C	C15h	C15br	C15jl	C15hs	491323_C	69925_C	C15ko	C15ay	C15pm	C15kj	C15cc	C15bq	C15ps	C116aa	593_C	C15kk	C15kh	C15mj	69714_C	C15kl	C15im	C15bd	C15lu	C15af	64094_C	11309_C	139563_C	C15bp	C15mh	784_C	C15hu	1340_C	C15az	C15qx	C15cn	C15lg	8813_C	540_C	4548_C	C15jm	69928_C	C15fz	C15cq	C116t	C15ch	C116bf	616_C	280301_C	572181_C	1894454_C	868_C	69927_C	54735_C	C116	556195_C	38812_C	54733_C	41730_C	14049_C	215007_C	C15jk	5749_C	28334_C	C15jj	33293_C	19760_C	534597_C	491287_C	C15mk	69972_C	537352_C	C15bo	1890506_C	C15fh	C15rx	C116ak	C15mi	C15.1	21431_C	C15hr	537363_C	782_C	69926_C	1894470_C	710_C	69929_C	69666_C	C22z	C15kn	C15jn	C15gk	490975_C	1890754_C	69930_C	31123_C	C15cd	C15kp	69931_C	808_C	5663_C	146771_C	17078_C	C15ry	C116ab	719_C	707_C	C15id	491344_C	1890571_C	C15qu	7151_C	31405_C	71927_C	C15bc	C116au	15537_C	C15kw	C15pe	267765_C	1894455_C	C15gr	C15df	1890512_C	267767_C	170915_C	537343_C	1894471_C	69531_C	1894456_C	724526_C	354940_C	5274_C	C15qe	8914_C	4671_C	1894457_C	32296_C	D4	D17f	11827_D	2580_D	D9e	1894459_D	1894458_D	D17ai	D5m	D4ar	1894460_D	263164_D	D17aj	26034_D	1894461_D	25953_D	1894462_D	375281_D	1894463_D	26019_D	22602_D	13996_D	937_D	1894464_D	D4k	D17k	26058_D	1894465_D	1894468_D	1894467_D	1894466_D	D4aw	26024_D	1894469_D	10207_D	F4.8a	G3x	G3ap	G3z
135512	A6_S6	FouhaFinalJF_A6_S6_R1_NoIll_ITS.fastq.gz	5f3c7c3ea7b105532991725cf365316703143836af72f9caee5f3ce1258d32b2	FouhaFinalJF_A6_S6_R2_NoIll_ITS.fastq.gz	78636e7b012d45fefb993706c89832ca0ae1155d18e8018e5a8b98ef4a3053b6	645	20210914_fifer	9223	6858	286	6848	285	0	0	10	1	6452	21	0	0	264	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	4637	500	172	0	94	242	40	198	68	0	0	0	40	0	0	0	0	0	0	45	0	45	0	0	32	0	0	38	34	0	0	38	0	28	47	41	0	0	30	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135538	C8_S32	FouhaFinalJF_C8_S32_R1_NoIll_ITS.fastq.gz	b0abb7a790614efdaecf9349b2b1fc252cc83808342cb533f48fce43aecc5ad4	FouhaFinalJF_C8_S32_R2_NoIll_ITS.fastq.gz	3dc6542db25267ca2eeebb5834ca45c36a84f541676cc246de6b3efbc9783dfc	645	20210914_fifer	3527	2436	112	2426	111	0	0	10	1	2369	22	0	0	98	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	1757	165	61	0	25	53	24	61	18	0	0	12	0	0	13	0	0	0	0	9	0	22	0	0	10	0	0	22	29	10	0	0	0	15	0	0	0	0	14	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135544	D2_S38	FouhaFinalJF_D2_S38_R1_NoIll_ITS.fastq.gz	ae1bd0479652abc639cc69a4f37fbfdf3db30db9f1ed9a7c7a7e8f96a85d60b1	FouhaFinalJF_D2_S38_R2_NoIll_ITS.fastq.gz	ffbf34f8406f8eba027f15b1281fff80a601d966b9e310811666ec9a6735e209	645	20210914_fifer	5556	3993	200	3982	199	0	0	11	1	3757	24	0	0	128	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	2752	292	74	0	36	84	40	93	33	0	0	17	0	0	0	15	38	0	0	0	0	23	0	0	21	0	0	36	27	0	0	17	0	20	22	16	0	0	17	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135543	D12_S48	FouhaFinalJF_D12_S48_R1_NoIll_ITS.fastq.gz	e79b6251c2e976a72cdec8b01b51064508adf8123dd28896f8f413269ab7b768	FouhaFinalJF_D12_S48_R2_NoIll_ITS.fastq.gz	28c6bc1009ed0a55d5bf0576e6351aa94ec8ef16db0a199c50715048333c6055	645	20210914_fifer	37863	30424	735	30397	733	0	0	27	2	29307	18	0	0	2374	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	21480	2083	282	0	446	919	134	581	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	946	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	289	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	396	0	330	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	157	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135573	F8_S68	FouhaFinalJF_F8_S68_R1_NoIll_ITS.fastq.gz	58ebe092d0ac2841672c0e515161efe995919ff4e98c2fd8779b2fb82f4e8376	FouhaFinalJF_F8_S68_R2_NoIll_ITS.fastq.gz	c3bfc63737733f7be2a56096a81548f984a6f5a81499264d8b805c51a7927767	645	20210914_fifer	3441	1761	91	1761	91	0	0	0	0	1712	28	0	0	86	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	1182	125	38	0	21	64	26	43	18	0	0	8	0	0	10	9	0	0	0	12	0	0	0	0	7	0	0	12	22	0	0	8	0	19	0	7	0	0	8	0	0	0	0	9	0	0	0	0	7	0	0	0	0	0	7	0	0	0	10	0	0	0	0	0	0	0	0	12	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
135564	F1_S61	FouhaFinalJF_F1_S61_R1_NoIll_ITS.fastq.gz	0b972bb75fbf6e2eb9ecb55281b868f52b9800fc6831b970478d54e61e5e339f	FouhaFinalJF_F1_S61_R2_NoIll_ITS.fastq.gz	55a0aad639c82fb3f3e2c7cd92aa00ee2e3f33685fe2c4b5cc3361b61f170da6	645	20210914_fifer	10137	7994	309	7991	308	0	0	3	1	7749	13	0	0	238	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	6646	195	245	0	64	0	118	0	86	0	88	0	54	0	57	65	0	0	0	56	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135571	F6_S66	FouhaFinalJF_F6_S66_R1_NoIll_ITS.fastq.gz	288568d206ccc21b1d952eb1fc1bc54f154b7ef4635cab7b3d8a590ad275657f	FouhaFinalJF_F6_S66_R2_NoIll_ITS.fastq.gz	52c1cf8ce23b99799137a07b2014504b5049892a12bb736b4a4718b9c5d64078	645	20210914_fifer	2515	1728	87	1723	86	0	0	5	1	1699	19	0	0	60	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	1416	73	43	0	22	0	12	0	12	0	0	11	0	0	7	0	13	0	0	0	0	11	0	0	0	0	0	9	0	8	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	10	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135552	E1_S49	FouhaFinalJF_E1_S49_R1_NoIll_ITS.fastq.gz	57db630624311788e4b2bb07089e6dcfe382db2c9be99310c2cfee2acef8e29a	FouhaFinalJF_E1_S49_R2_NoIll_ITS.fastq.gz	6be313f163a79b3c697dc646746eb188303e23706b1ad91d50549b2bc28fc9c0	645	20210914_fifer	9346	7301	292	7301	292	0	0	0	0	6928	13	0	0	182	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	5871	139	205	0	83	0	152	0	55	0	108	47	66	0	60	0	0	0	75	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135523	B5_S17	FouhaFinalJF_B5_S17_R1_NoIll_ITS.fastq.gz	e5bd8dd5f4c9c23dc7ad680cffd184228d02810804588a78078736a52957721c	FouhaFinalJF_B5_S17_R2_NoIll_ITS.fastq.gz	54ecf4add610d1bf74a677a3ce47e928d026e3bd8fa6c12891285e8c7504502d	645	20210914_fifer	10448	8424	277	8424	277	0	0	0	0	8150	14	0	0	416	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	6788	244	0	0	108	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	157	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	156	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	46	88	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135554	E11_S59	FouhaFinalJF_E11_S59_R1_NoIll_ITS.fastq.gz	60ea6dca4fed72f68ac4c9bd2d2731e909fc6be8cbba0cb1218a75ae6671a870	FouhaFinalJF_E11_S59_R2_NoIll_ITS.fastq.gz	4de343f50360ab4e94d3d3b4dbb18d391946d2297a3cc33dab79539571dfbcc8	645	20210914_fifer	28880	23858	553	23858	553	0	0	0	0	22617	15	0	0	700	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	19123	413	616	0	251	0	523	0	184	0	334	182	153	0	186	140	0	0	182	117	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135527	B9_S21	FouhaFinalJF_B9_S21_R1_NoIll_ITS.fastq.gz	4ddd8fedb1e90dfce35294fc66673499762c54894c8fe7313518609c7eec75b8	FouhaFinalJF_B9_S21_R2_NoIll_ITS.fastq.gz	d445e493adca270aa175d89b6e3b3b3c078ae20b694048adcf3a2fbe266c8fc3	645	20210914_fifer	9366	7433	279	7433	279	0	0	0	0	7107	15	0	0	246	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	6003	129	183	0	63	0	156	0	74	0	122	47	63	0	50	48	0	0	47	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135542	D11_S47	FouhaFinalJF_D11_S47_R1_NoIll_ITS.fastq.gz	c32d2a26898cbbc9ed02a7e1e095f7fb41be71a8e3fe673dbc09e0903662a306	FouhaFinalJF_D11_S47_R2_NoIll_ITS.fastq.gz	135b972e8acf5106d5dca0c9f634bbc20cf22f34a48cfe2446257b1cadcd90c4	645	20210914_fifer	20480	16689	443	16689	443	0	0	0	0	15950	17	0	0	480	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	13436	312	433	0	146	0	309	0	135	0	232	119	146	0	94	98	0	0	87	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135553	E10_S58	FouhaFinalJF_E10_S58_R1_NoIll_ITS.fastq.gz	9a371b762d95a940e0b9d64a3e20e86e9dda89e40f7505db191d3146a2dd73c3	FouhaFinalJF_E10_S58_R2_NoIll_ITS.fastq.gz	2c78620b6c9e84ed5b7c5520f0d3881651e675e3d1a6eb1f2d1997f704d60fea	645	20210914_fifer	39495	32766	644	32766	644	0	0	0	0	31161	16	0	0	955	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	26131	677	933	0	315	0	630	0	244	0	477	194	279	0	252	222	0	0	208	166	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135526	B8_S20	FouhaFinalJF_B8_S20_R1_NoIll_ITS.fastq.gz	ec101385c0b78370306e7ed5ba91c3b5c358e6380a6a9984eb98dae776aac647	FouhaFinalJF_B8_S20_R2_NoIll_ITS.fastq.gz	5e999c79195508aaa9efac19a124532ef79636435044463f32448a433eddee70	645	20210914_fifer	6875	5242	233	5242	233	0	0	0	0	4945	15	0	0	201	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	4131	98	142	0	45	0	115	0	67	0	53	29	48	0	48	41	0	0	42	26	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135528	C1_S25	FouhaFinalJF_C1_S25_R1_NoIll_ITS.fastq.gz	0e0917351237899e1756ae7392dee983f1483903db49dd3e0600afcee8c387df	FouhaFinalJF_C1_S25_R2_NoIll_ITS.fastq.gz	77b803448fe08c09186ea35e1c8bc75b5479a5197aa102d0676408dd15e0070b	645	20210914_fifer	4517	3393	161	3393	161	0	0	0	0	3246	16	0	0	119	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	2708	66	74	0	28	0	59	0	36	0	57	19	47	0	30	27	0	0	25	23	0	0	0	0	17	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135532	C2_S26	FouhaFinalJF_C2_S26_R1_NoIll_ITS.fastq.gz	54c90a63d59b4cad01a3b5487f6df8ddeb7bb22f931f46c525ab76d71c37111c	FouhaFinalJF_C2_S26_R2_NoIll_ITS.fastq.gz	af8da846e8cdac223d03a74072112adcaf7d78c9109da4a26bc9d4defe7cca95	645	20210914_fifer	7934	6040	272	6040	272	0	0	0	0	5763	18	0	0	224	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	4763	115	168	0	72	0	108	0	49	0	80	46	53	0	48	45	0	0	37	30	0	0	0	0	0	0	0	0	0	0	0	35	0	0	32	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135533	C3_S27	FouhaFinalJF_C3_S27_R1_NoIll_ITS.fastq.gz	b4ef46715f3f08d7dac964d882970d5b317aadc43238a7ee7179d037c2f1b71d	FouhaFinalJF_C3_S27_R2_NoIll_ITS.fastq.gz	50730805ac7963468803020f0ff9812707b597587aaca3dc2d4b0aa1209610e3	645	20210914_fifer	12064	9382	331	9382	331	0	0	0	0	9035	16	0	0	711	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	7263	281	0	0	121	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	182	0	0	0	0	0	0	67	0	0	81	0	0	44	0	0	0	0	0	0	0	0	0	176	0	115	0	0	0	0	0	0	0	0	0	0	0	55	0	0	176	0	0	0	0	45	93	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
