134724	607	0	0	0	0	5774.0	0	0	0	0
134732	619	0	0	0	0	3087.0	0	0	0	0
134673	180	0	0	0	0	3856.0	0	0	0	0
134675	297	0	0	0	0	2564.0	0	0	0	0
134667	173	0	0	0	0	2699.0	0	0	0	0
134730	617	0	0	0	0	3418.0	0	0	0	0
134662	130	0	0	0	0	4624.0	0	0	0	0
134694	394	0	0	0	0	1859.0	0	0	0	0
134672	179	0	0	0	0	3416.0	0	0	0	0
134665	159	0	0	0	0	3151.0	0	0	0	0
134658	113	0	0	0	0	1978.0	0	0	0	0
134720	540	0	0	0	0	2082.0	0	0	0	0
134726	609	0	0	0	0	6263.0	0	0	0	0
134687	351	0	0	0	0	1759.0	0	0	0	0
134659	115	0	0	0	0	2316.0	0	0	0	0
134703	418	0	0	0	0	4438.0	0	0	0	0
134727	612	0	0	0	0	4162.0	0	0	0	0
134668	174	0	0	0	0	1740.0	0	0	0	0
134669	175	0	0	0	0	2508.0	0	0	0	0
134695	397	0	0	0	0	0	3176.0	0	0	0
134708	455	0	0	0	0	0	5012.0	0	0	0
134713	517	0	0	0	0	0	3574.0	0	0	0
134707	453	0	0	0	0	0	2352.0	0	0	0
134706	427	0	0	0	0	0	2041.0	0	0	0
134717	530	0	0	0	0	0	953.0	0	0	0
134702	416	0	0	0	0	0	2249.0	0	0	0
134692	386	0	0	0	0	0	1640.0	0	0	0
134705	425	0	0	0	0	0	2950.0	0	0	0
134691	384	0	0	0	0	0	3256.0	0	0	0
134700	409	0	0	0	0	0	2917.0	0	0	0
134698	405	0	0	0	0	0	1564.0	0	0	0
134697	402	0	0	0	0	0	0	484.0	0	0
134712	516	0	0	0	0	0	0	5844.0	0	0
134714	525	0	0	0	0	0	0	3107.0	0	0
134699	408	0	0	0	0	0	0	3705.0	0	0
134693	389	0	0	0	0	0	0	2325.0	0	0
134701	414	0	0	0	0	0	0	1142.0	0	0
134721	545	0	0	0	0	0	0	1810.0	0	0
134718	533	567.0	0	0	0	0	0	2681.0	0	0
134704	421	0	0	0	0	0	0	998.0	0	0
134660	116	0	0	0	0	0	0	0	1909.0	0
134725	608	0	0	0	0	0	0	0	4659.0	0
134678	303	0	0	0	0	0	0	0	1666.0	0
134696	400	525.0	0	0	0	0	0	0	2552.0	0
134723	604	0	0	0	0	0	0	0	1744.0	0
134731	618	0	0	0	0	0	0	0	3104.0	0
134690	380	3407.0	0	0	0	0	0	0	0	0
134716	527	2623.0	0	0	0	0	612.0	0	0	0
134719	539	1655.0	0	0	0	0	968.0	0	0	0
134671	178	0	2910.0	0	0	0	0	0	0	0
134715	526	0	0	0	0	0	0	0	0	4545.0
134729	616	0	0	0	0	0	0	0	0	4305.0
134644	58	0	0	1406.0	0	0	0	0	0	0
134711	513	0	0	0	0	0	0	0	0	0
134652	87	0	0	0	0	0	0	0	0	0
134651	76	0	0	0	0	0	0	0	0	0
Sequence accession / SymPortal UID		883-1752220-965	883-1847	22385	26-30-28-32-167-37	26-28-30-32-167-168	26-28-32-30-33559-167-1778080-1778081	26/27-28-32-30	26/27/33-28-32-30	26/28-30-32
Average defining sequence proportions and [stdev]		0.921[0.018]-0.069[0.015]-0.011[0.004]	0.966[0.008]-0.034[0.008]	1.000[nan]	0.675[0.068]-0.116[0.015]-0.076[0.046]-0.063[0.024]-0.042[0.013]-0.028[0.005]	0.637[0.045]-0.095[0.020]-0.083[0.019]-0.069[0.019]-0.060[0.017]-0.056[0.021]	0.458[0.071]-0.172[0.056]-0.091[0.029]-0.088[0.021]-0.070[0.019]-0.057[0.006]-0.036[0.012]-0.030[0.013]	0.367[0.099]/0.308[0.110]-0.200[0.046]-0.077[0.026]-0.048[0.019]	0.327[0.113]-0.225[0.032]/0.160[0.154]/0.141[0.113]-0.089[0.017]-0.057[0.010]	0.412[0.079]/0.358[0.179]-0.134[0.080]-0.097[0.020]
